"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jose Ceda","Marlins","0","0","0","8","0","8.2","9.35","11.42","1.04",".304","80.7 %","29.2 %","7.7 %","5.19","6.66","6.99","-0.2","2377"
"Rommie Lewis","Blue Jays","0","0","0","14","0","18.2","7.23","3.86","1.93",".291","62.5 %","36.2 %","18.2 %","6.75","5.54","4.20","-0.2","3588"
"Scott Atchison","Red Sox","2","3","0","43","1","60.0","6.15","2.85","1.35",".268","62.7 %","47.9 %","11.5 %","4.50","4.66","4.30","-0.2","2642"
"Garrett Olson","Mariners","0","3","1","35","0","37.2","7.41","3.58","1.43",".300","76.1 %","37.1 %","11.8 %","4.54","4.70","4.28","-0.2","9889"
"Sean Green","Mets","0","0","0","11","0","9.1","11.57","7.71","0.96",".261","73.9 %","73.9 %","20.0 %","3.86","5.76","5.02","-0.2","3001"
"Jason Bergmann","Nationals","0","1","0","4","0","2.1","7.71","3.86","7.71",".167","0.0 %","25.0 %","33.3 %","15.43","13.79","5.79","-0.2","4640"
"Zach Kroenke","Diamondbacks","1","0","0","3","1","6.2","2.70","5.40","2.70",".292","78.4 %","48.0 %","25.0 %","6.75","8.18","5.74","-0.2","4383"
"Sandy Rosario","Marlins","0","0","0","2","0","1.0","0.00","9.00","18.00",".778","55.6 %","45.5 %","50.0 %","54.00","32.08","10.96","-0.2","1525"
"Saul Rivera","Diamondbacks","0","0","0","4","0","3.2","2.45","7.36","4.91",".474","44.6 %","55.0 %","40.0 %","22.09","12.08","6.65","-0.2","2027"
"Marco Estrada","Brewers","0","0","0","7","1","11.1","10.32","4.76","2.38",".314","47.6 %","28.6 %","15.0 %","9.53","6.08","4.79","-0.2","1118"
"Francisco Rodriguez","Angels","1","3","0","43","0","47.1","6.85","4.94","0.95",".291","75.8 %","48.3 %","10.4 %","4.37","4.64","4.51","-0.2","6688"
"Evan MacLane","Cardinals","0","1","0","2","0","1.0","0.00","9.00","9.00",".000","100.0 %","66.7 %","100.0 %","9.00","19.08","7.30","-0.2","5576"
"Jenrry Mejia","Mets","0","4","0","33","3","39.0","5.08","4.62","0.69",".319","74.1 %","60.9 %","8.3 %","4.62","4.72","4.85","-0.2","8476"
"Brandon Medders","Giants","0","0","0","14","0","15.0","4.80","3.60","1.80",".411","71.9 %","25.9 %","12.5 %","7.20","5.81","5.17","-0.2","8604"
"Greg Smith","Rockies","1","2","0","8","8","39.0","7.15","5.54","1.85",".347","73.3 %","41.0 %","18.2 %","6.23","6.08","4.79","-0.2","3455"
"Pedro Strop","Rangers","0","0","0","15","0","10.2","9.28","9.28","1.69",".429","64.9 %","30.6 %","13.3 %","10.13","6.83","6.11","-0.2","4070"
"Ronald Belisario","Dodgers","3","1","2","59","0","55.1","6.18","3.09","0.98",".275","65.6 %","61.3 %","16.2 %","5.04","4.31","3.71","-0.2","2203"
"Chris Seddon","Mariners","1","0","0","14","0","22.1","6.45","4.03","1.61",".262","66.9 %","47.8 %","16.0 %","5.64","5.32","4.36","-0.2","3833"
"Jack Taschner","- - -","1","0","0","20","0","19.2","7.78","5.03","1.37",".317","67.1 %","45.5 %","13.6 %","6.41","5.01","4.39","-0.2","2766"
"Tim Wood","Marlins","0","1","1","26","0","27.2","3.25","4.88","0.65",".304","64.2 %","38.8 %","4.9 %","5.53","4.92","5.79","-0.2","3775"
"Brian Bruney","Nationals","1","2","0","19","0","17.2","8.15","10.19","0.51",".357","58.1 %","42.3 %","5.6 %","7.64","5.40","5.91","-0.2","1929"
"Mitch Stetter","Brewers","0","0","0","9","0","3.2","7.36","7.36","2.45",".429","52.1 %","40.0 %","12.5 %","14.73","8.26","7.38","-0.2","5579"
"Alex Burnett","Twins","2","2","0","41","0","47.2","6.99","4.34","1.13",".322","71.4 %","46.9 %","12.0 %","5.29","4.74","4.38","-0.2","4065"
"Justin Germano","Indians","0","3","0","23","1","35.1","7.39","2.04","1.53",".216","79.8 %","40.4 %","14.3 %","3.31","4.83","4.08","-0.2","1938"
"Jhan Marinez","Marlins","1","1","0","4","0","2.2","10.13","10.13","3.38",".286","65.2 %","37.5 %","33.3 %","6.75","9.08","5.58","-0.2","5830"
"Dontrelle Willis","- - -","2","3","0","15","13","65.2","6.44","7.68","0.82",".327","73.8 %","45.5 %","10.5 %","5.62","5.62","5.49","-0.2","1703"
"Jorge Sosa","Marlins","2","3","0","22","2","36.2","4.66","4.42","0.98",".282","68.1 %","40.0 %","7.4 %","4.66","4.93","5.31","-0.2","1228"
"Esmailin Caridad","Cubs","0","1","0","8","0","4.0","9.00","11.25","2.25",".231","26.3 %","46.2 %","16.7 %","11.25","8.08","6.66","-0.2","5284"
"Ross Detwiler","Nationals","1","3","0","8","5","29.2","5.16","4.25","1.52",".296","64.3 %","43.0 %","13.5 %","4.25","5.64","4.97","-0.2","2859"
"Jeff Fulchino","Astros","2","1","0","50","0","47.1","8.75","4.18","1.33",".331","70.4 %","40.3 %","12.7 %","5.51","4.64","4.14","-0.2","3532"
"Sean White","Mariners","0","1","0","38","0","34.1","3.93","2.88","1.05",".342","71.4 %","44.6 %","10.3 %","5.24","4.68","4.55","-0.2","5564"
"Garrett Mock","Nationals","0","0","0","1","1","3.1","8.10","13.50","5.40",".222","100.0 %","36.4 %","33.3 %","5.40","13.58","7.98","-0.2","7335"
"Joe Smith","Indians","2","2","0","53","0","40.0","7.20","5.40","0.90",".239","74.9 %","56.3 %","12.9 %","3.83","4.65","4.30","-0.2","3281"
"Brian Schlitter","Cubs","0","1","0","7","0","8.0","7.88","5.63","2.25",".485","61.3 %","31.4 %","13.3 %","12.38","6.83","5.87","-0.2","3599"
"Shawn Kelley","Mariners","3","1","0","22","0","25.0","9.36","4.32","1.80",".309","87.5 %","22.9 %","11.6 %","3.96","5.16","4.66","-0.2","7773"
"Justin Thomas","Pirates","0","1","0","12","0","13.0","3.46","3.46","2.08",".367","78.0 %","27.5 %","12.0 %","6.23","6.46","5.81","-0.2","9910"
"Chris Tillman","Orioles","2","5","0","11","11","53.2","5.20","5.20","1.51",".256","65.3 %","42.7 %","14.8 %","5.87","5.89","5.10","-0.2","5279"
"Billy Buckner","Diamondbacks","0","3","0","3","3","13.0","7.62","3.46","2.77",".440","58.4 %","48.1 %","21.1 %","11.08","7.00","4.79","-0.2","8253"
"Sean O'Sullivan","- - -","4","6","0","19","14","83.2","4.63","3.33","1.61",".270","68.3 %","40.8 %","12.3 %","5.49","5.53","4.98","-0.2","9137"
"Barry Enright","Diamondbacks","6","7","0","17","17","99.0","4.45","2.64","1.82",".248","84.9 %","35.1 %","12.6 %","3.91","5.62","4.96","-0.2","2412"
"Jordan Zimmermann","Nationals","1","2","0","7","7","31.0","7.84","2.90","2.32",".261","72.3 %","48.9 %","22.2 %","4.94","5.85","3.92","-0.3","4505"
"Ramon Ortiz","Dodgers","1","2","0","16","2","30.0","6.30","4.80","1.50",".301","64.3 %","47.4 %","14.3 %","6.30","5.45","4.70","-0.3","27"
"Jordan Smith","Reds","3","2","1","37","0","42.0","5.57","2.36","1.50",".286","83.0 %","50.4 %","15.9 %","3.86","4.94","4.05","-0.3","9515"
"Peter Moylan","Braves","6","2","1","85","0","63.2","7.35","5.23","0.71",".274","80.0 %","67.8 %","13.5 %","2.97","4.30","3.99","-0.3","4891"
"Anthony Varvaro","Mariners","0","1","0","4","0","4.0","11.25","13.50","4.50",".364","76.1 %","46.2 %","66.7 %","11.25","11.58","5.99","-0.3","2385"
"Clay Rapada","Rangers","0","0","0","13","0","9.0","5.00","7.00","2.00",".160","88.2 %","32.0 %","14.3 %","4.00","7.19","6.20","-0.3","4831"
"Armando Gabino","Orioles","0","0","0","5","0","4.2","3.86","5.79","5.79",".333","64.1 %","42.9 %","27.3 %","13.50","12.51","7.03","-0.3","3387"
"Charlie Haeger","Dodgers","0","4","0","9","6","30.0","9.00","7.80","1.20",".356","54.0 %","41.3 %","11.4 %","8.40","5.51","5.20","-0.3","3545"
"Omar Beltre","Rangers","0","1","0","2","2","7.0","11.57","9.00","3.86",".353","79.7 %","26.3 %","27.3 %","9.00","9.94","6.28","-0.3","10259"
"Jesse Carlson","Blue Jays","0","0","1","20","0","13.2","5.27","3.29","1.98",".238","81.1 %","52.3 %","23.1 %","4.61","6.08","4.39","-0.3","4391"
"Charlie Morton","Pirates","2","12","0","17","17","79.2","6.67","2.94","1.69",".353","53.2 %","46.8 %","18.1 %","7.57","5.29","4.11","-0.3","4676"
"Dustin Nippert","Rangers","4","5","0","38","2","56.2","7.46","5.40","1.11",".320","79.8 %","32.0 %","9.9 %","4.29","5.09","5.01","-0.3","4426"
"Brad Thompson","Royals","0","4","0","16","0","19.2","4.58","1.83","1.83",".300","57.4 %","46.6 %","15.4 %","6.41","5.47","4.44","-0.3","4911"
"Jeff Weaver","Dodgers","5","1","0","44","0","44.1","5.28","4.06","1.02",".297","62.9 %","35.9 %","8.1 %","6.09","4.79","5.03","-0.3","503"
"Marcos Mateo","Cubs","0","1","0","21","0","21.2","10.80","3.74","2.49",".275","69.4 %","35.7 %","26.1 %","5.82","5.66","3.36","-0.3","6869"
"John Maine","Mets","1","3","0","9","9","39.2","8.85","5.67","1.82",".336","71.7 %","26.5 %","13.1 %","6.13","5.78","5.03","-0.3","4773"
"Elmer Dessens","Mets","4","2","0","53","0","47.0","3.06","3.06","0.77",".239","84.6 %","42.2 %","6.0 %","2.30","4.72","5.35","-0.3","317"
"Esmerling Vasquez","Diamondbacks","1","6","0","57","0","53.2","9.22","6.37","1.01",".296","71.1 %","31.9 %","10.0 %","5.20","4.94","4.85","-0.3","5280"
"David Huff","Indians","2","11","0","15","15","79.2","4.18","3.84","1.58",".310","65.0 %","36.4 %","11.2 %","6.21","5.83","5.46","-0.3","4257"
"Dustin Richardson","Red Sox","0","0","0","26","0","13.0","8.31","9.69","1.38",".342","88.2 %","44.7 %","14.3 %","4.15","6.69","6.01","-0.3","2548"
"Brad Lincoln","Pirates","1","4","0","11","9","52.2","4.27","2.56","1.54",".306","60.0 %","37.2 %","11.0 %","6.66","5.49","5.17","-0.3","4241"
"Ryota Igarashi","Mets","1","1","0","34","0","30.1","7.42","5.34","1.19",".284","55.6 %","37.8 %","10.0 %","7.12","4.92","4.82","-0.3","10232"
"Dan Meyer","Marlins","0","1","0","13","0","9.1","3.86","11.57","0.96",".378","67.7 %","35.1 %","6.7 %","9.64","7.79","8.36","-0.3","4402"
"Fernando Cabrera","Red Sox","0","0","0","1","0","1.1","0.00","13.50","6.75",".250","38.5 %","60.0 %","100.0 %","20.25","17.33","8.49","-0.3","2105"
"Enrique Gonzalez","Tigers","0","1","0","18","0","26.0","4.50","5.88","1.38",".233","83.3 %","46.8 %","13.3 %","3.81","6.04","5.45","-0.3","2568"
"Brian Bannister","Royals","7","12","0","24","23","127.2","5.43","3.52","1.62",".315","66.6 %","43.3 %","14.1 %","6.34","5.46","4.68","-0.3","5718"
"Adam Ottavino","Cardinals","0","2","0","5","3","22.1","4.84","3.63","2.01",".381","64.1 %","36.4 %","17.9 %","8.46","6.12","4.74","-0.3","1247"
"Justin Berg","Cubs","0","1","0","41","0","40.0","3.15","4.50","0.68",".286","64.3 %","53.7 %","7.0 %","5.18","5.08","5.42","-0.3","1973"
"Steven Jackson","Pirates","0","1","0","11","0","11.1","5.56","4.76","3.18",".342","69.0 %","42.5 %","25.0 %","8.74","8.02","5.15","-0.3","7341"
"James Russell","Cubs","1","1","0","57","0","49.0","7.71","2.02","2.02",".291","60.4 %","31.0 %","14.1 %","4.96","5.20","4.23","-0.4","4089"
"John Grabow","Cubs","1","3","0","28","0","25.2","7.01","4.56","1.75",".345","59.5 %","42.0 %","14.7 %","7.36","5.69","4.77","-0.4","1848"
"Miguel Batista","Nationals","1","2","2","58","1","82.2","5.99","4.25","0.98",".256","77.2 %","50.4 %","10.3 %","3.70","4.76","4.63","-0.4","46"
"Gil Meche","Royals","0","5","0","20","9","61.2","5.98","5.55","1.31",".293","68.2 %","44.7 %","12.2 %","5.69","5.59","5.16","-0.4","1089"
"Jeff Stevens","Cubs","0","0","0","18","0","17.2","7.64","5.09","2.04",".309","63.0 %","40.7 %","15.4 %","6.11","6.02","4.88","-0.4","3367"
"Jason Marquis","Nationals","2","9","0","13","13","58.2","4.76","3.68","1.38",".328","63.9 %","53.1 %","15.3 %","6.60","5.65","4.89","-0.4","105"
"Casey Daigle","Astros","1","1","0","13","0","10.1","5.23","5.23","2.61",".458","67.2 %","31.4 %","17.6 %","11.32","7.43","5.67","-0.4","1880"
"Dustin Moseley","Yankees","4","4","0","16","9","65.1","4.55","3.72","1.79",".261","76.8 %","49.1 %","17.6 %","4.82","5.99","4.78","-0.4","7060"
"Blake Wood","Royals","1","3","0","51","0","49.2","5.62","3.99","1.09",".300","70.0 %","51.2 %","10.7 %","5.07","4.79","4.60","-0.4","1345"
"Cla Meredith","Orioles","0","2","1","21","0","15.0","4.20","2.40","2.40",".275","80.5 %","53.7 %","21.1 %","5.40","6.61","4.69","-0.4","7613"
"Hector Ambriz","Indians","0","2","0","34","0","48.1","6.89","3.17","1.86",".365","76.4 %","41.8 %","14.3 %","5.59","5.35","4.43","-0.4","559"
"Trevor Hoffman","Brewers","2","7","10","50","0","47.1","5.70","3.61","1.52",".277","65.1 %","31.6 %","10.3 %","5.89","5.21","5.03","-0.4","1035"
"Brian Stokes","Angels","0","0","0","16","0","16.2","8.64","8.64","2.16",".415","66.8 %","44.6 %","19.0 %","8.10","7.34","5.76","-0.4","8653"
"Alberto Castillo","Orioles","1","0","0","14","0","10.2","9.28","5.06","4.22",".379","66.7 %","44.1 %","31.3 %","10.13","8.80","4.53","-0.4","3316"
"John Parrish","Royals","1","1","0","9","0","6.0","6.00","7.50","3.00",".133","100.0 %","47.1 %","28.6 %","3.00","8.58","5.67","-0.4","160"
"Andrew Miller","Marlins","1","5","0","9","7","32.2","7.71","7.16","1.65",".409","63.2 %","38.2 %","16.2 %","8.54","6.23","5.23","-0.4","6785"
"Danys Baez","Phillies","3","4","0","51","0","47.2","5.29","4.34","1.13",".314","68.9 %","56.3 %","12.2 %","5.48","5.18","4.80","-0.4","367"
"Ramon Troncoso","Dodgers","2","3","0","52","0","54.0","5.67","3.00","1.17",".279","72.5 %","53.4 %","12.1 %","4.33","4.67","4.30","-0.5","4685"
"Doug Mathis","Rangers","1","1","0","13","0","22.1","4.03","4.43","2.82",".319","83.3 %","52.6 %","30.4 %","6.04","7.74","4.92","-0.5","3944"
"J.C. Romero","Phillies","1","0","3","60","0","36.2","6.87","7.12","0.74",".255","78.6 %","61.3 %","10.7 %","3.68","5.40","5.27","-0.5","754"
"Jeff Samardzija","Cubs","2","2","0","7","3","19.1","4.19","9.31","1.86",".262","56.2 %","30.4 %","11.1 %","8.38","8.25","7.83","-0.5","3254"
"Scot Shields","Angels","0","3","0","43","1","46.0","7.63","6.65","1.17",".285","68.9 %","47.5 %","12.8 %","5.28","5.43","4.98","-0.5","35"
"Jesse Chavez","- - -","5","5","0","51","0","62.2","6.46","3.30","1.58",".290","63.1 %","34.5 %","11.1 %","5.89","5.07","4.72","-0.5","5448"
"George Sherrill","Dodgers","2","2","0","65","0","36.1","6.19","5.94","0.99",".333","65.8 %","39.8 %","8.2 %","6.69","5.20","5.41","-0.5","6291"
"Jordan Norberto","Diamondbacks","0","2","0","33","0","20.0","6.75","9.90","1.35",".241","74.0 %","39.3 %","13.0 %","5.85","6.83","6.28","-0.6","8432"
"Chris Sampson","Astros","1","0","0","35","0","30.1","4.75","2.37","2.08",".336","71.1 %","52.3 %","24.1 %","5.93","5.91","4.08","-0.6","2651"
"Franklin Morales","Rockies","0","4","3","35","0","28.2","8.48","7.53","1.57",".284","68.8 %","38.6 %","12.8 %","6.28","6.29","5.68","-0.6","5088"
"Randy Flores","- - -","2","0","0","58","0","31.0","5.81","4.35","1.74",".271","90.9 %","34.7 %","14.3 %","3.19","5.85","4.99","-0.6","1446"
"Andrew Cashner","Cubs","2","6","0","53","0","54.1","8.28","4.97","1.33",".301","74.6 %","48.4 %","15.7 %","4.80","5.03","4.26","-0.6","8782"
"Adalberto Mendez","Marlins","1","3","0","5","5","24.2","4.01","4.38","2.55",".273","87.0 %","28.9 %","15.2 %","5.11","7.58","6.17","-0.6","3752"
"Anthony Lerew","Royals","1","4","0","6","6","26.1","6.15","3.08","3.08",".305","61.7 %","41.1 %","22.5 %","8.54","7.41","4.82","-0.6","3440"
"Luis Mendoza","Royals","0","1","0","4","0","4.0","2.25","6.75","9.00",".353","40.5 %","35.0 %","44.4 %","22.50","17.83","7.58","-0.6","3126"
"Blake Hawksworth","Cardinals","4","8","0","45","8","90.1","6.08","3.49","1.49",".331","72.9 %","51.5 %","15.8 %","4.98","5.12","4.24","-0.6","8963"
"Taylor Tankersley","Marlins","0","0","0","27","0","12.0","5.25","5.25","3.00",".211","62.5 %","26.2 %","16.7 %","7.50","8.25","6.35","-0.6","8249"
"Robert Manuel","Red Sox","1","0","0","10","0","12.2","3.55","4.97","3.55",".135","100.0 %","21.4 %","17.9 %","4.26","9.08","6.65","-0.6","817"
"Rich Harden","Rangers","5","5","0","20","18","92.0","7.34","6.07","1.76",".274","73.8 %","34.5 %","12.5 %","5.58","6.31","5.67","-0.6","1772"
"Sean Gallagher","- - -","2","1","0","46","0","57.2","6.71","6.40","1.09",".307","68.6 %","43.0 %","10.1 %","5.77","5.45","5.34","-0.6","8261"
"Manny Delcarmen","- - -","3","4","0","57","0","52.1","6.54","5.50","1.38",".239","71.9 %","45.0 %","13.1 %","4.99","5.51","4.94","-0.6","3180"
"Ian Snell","Mariners","0","5","0","12","8","46.1","5.05","4.86","1.94",".303","69.4 %","33.7 %","13.9 %","6.41","6.45","5.54","-0.6","2227"
"Bob Howry","- - -","1","3","0","38","0","35.0","3.60","3.34","2.06",".293","49.2 %","32.1 %","12.1 %","7.71","6.36","5.69","-0.7","237"
"Carlos Monasterios","Dodgers","3","5","0","32","13","88.1","5.30","2.95","1.53",".285","76.5 %","41.8 %","12.8 %","4.38","5.37","4.77","-0.7","2506"
"Daniel McCutchen","Pirates","2","5","0","28","9","67.2","5.05","3.72","1.73",".298","68.6 %","36.4 %","11.4 %","6.12","5.78","5.34","-0.7","263"
"Lance Cormier","Rays","4","3","0","60","0","62.0","4.35","4.94","1.02",".293","80.3 %","49.8 %","10.6 %","3.92","5.22","5.06","-0.7","4346"
"Alfredo Simon","Orioles","4","2","17","49","0","49.1","6.75","4.01","1.82",".291","75.0 %","46.9 %","18.2 %","4.93","5.67","4.40","-0.7","2155"
"Victor Marte","Royals","3","0","0","22","0","27.2","6.18","4.88","2.60",".323","57.1 %","44.4 %","23.5 %","9.76","7.31","5.05","-0.7","5158"
"Tony Sipp","Indians","2","2","1","70","0","63.0","9.86","5.57","1.71",".250","81.7 %","30.7 %","14.3 %","4.14","5.32","4.47","-0.8","8280"
"Brendan Donnelly","Pirates","3","1","0","38","0","30.2","7.63","7.34","1.76",".238","71.1 %","44.3 %","15.8 %","5.58","6.47","5.44","-0.8","1441"
"Todd Wellemeyer","Giants","3","5","0","13","11","58.2","6.29","5.37","1.84",".259","74.2 %","33.5 %","13.6 %","5.68","6.28","5.46","-0.8","1709"
"Scott Kazmir","Angels","9","15","0","28","28","150.0","5.58","4.74","1.50",".281","68.2 %","39.1 %","11.6 %","5.94","5.83","5.42","-0.9","4897"
"Fernando Nieve","Mets","2","4","0","40","1","42.0","8.14","4.71","2.14",".239","70.2 %","37.0 %","18.5 %","6.00","6.08","4.55","-1.0","2173"
"Juan Gutierrez","Diamondbacks","0","6","15","58","0","56.2","7.46","3.65","2.06",".263","76.8 %","35.1 %","15.3 %","5.08","5.83","4.68","-1.1","3265"
"Chad Gaudin","- - -","1","4","0","42","0","65.1","7.30","3.44","2.20",".295","73.0 %","39.2 %","17.2 %","5.65","6.16","4.71","-1.1","1783"
"Oliver Perez","Mets","0","5","0","17","7","46.1","7.19","8.16","1.75",".317","72.1 %","35.4 %","13.4 %","6.80","6.99","6.23","-1.1","1514"
"Brian Tallet","Blue Jays","2","6","0","34","5","77.1","6.17","4.42","2.33",".266","67.4 %","34.7 %","16.1 %","6.40","6.70","5.29","-1.3","1646"
"Ryan Rowland-Smith","Mariners","1","10","0","27","20","109.1","4.03","3.62","2.06",".301","62.4 %","37.1 %","14.0 %","6.75","6.55","5.57","-1.7","3245"
